id,U[m/s],SigmaU[m/s],Alpha,Hs[m],Tp[s],Density[kg/m3],Yaw[deg],Ch 8 Electrical power [W] Mean,Ch 17 Tower base moment Mx[kNm] SeqM3,Ch 18 Tower base moment My[kNm] SeqM3,Ch 19 Tower base moment Mz[kNm] SeqM3,Ch 23 Tower top moment Mx[kNm] SeqM3,Ch 24 Tower top moment My[kNm] SeqM3,Ch 25 Tower top moment Mz[kNm] SeqM3,Ch 27 Blade1 root moment Mx[kNm] SeqM10,Ch 28 Blade1 root moment My[kNm] SeqM10,Ch 29 Blade1 root moment Mz[kNm] SeqM10,Ch 30 Blade2 root moment Mx[kNm] SeqM10,Ch 31 Blade2 root moment My[kNm] SeqM10,Ch 32 Blade2 root moment Mz[kNm] SeqM10,Ch 33 Blade3 root moment Mx[kNm] SeqM10,Ch 34 Blade3 root moment My[kNm] SeqM10,Ch 35 Blade3 root moment Mz[kNm] SeqM10
87,17.8169034,2.252750618,0.166015755,3.367935529,11.77911407,1.255310297,-10.95155716,1.50E+07,1.96E+05,1.28E+05,1.08E+05,1.29E+05,1.48E+04,1.00E+05,6.03E+04,6.34E+04,8.46E+02,6.15E+04,6.29E+04,8.28E+02,5.89E+04,6.28E+04,8.43E+02
88,5.432038921,1.114473213,0.15958645,2.448926933,7.222544966,1.267932653,-9.186851501,2.38E+06,1.32E+05,3.95E+04,4.35E+04,4.79E+04,5.44E+03,4.27E+04,2.00E+04,5.39E+04,5.61E+02,1.91E+04,5.38E+04,5.61E+02,1.76E+04,5.38E+04,5.58E+02
89,11.46702109,1.984021315,0.240450993,3.428054509,8.189765825,1.284165502,-7.422145367,1.44E+07,2.35E+05,1.14E+05,9.38E+04,1.09E+05,1.28E+04,9.07E+04,5.15E+04,5.98E+04,1.18E+03,5.06E+04,6.04E+04,1.18E+03,5.10E+04,6.01E+04,1.15E+03
90,8.399053295,1.101999497,-0.027230185,3.853854424,9.606721701,1.31172204,-5.657438278,8.27E+06,1.31E+05,4.69E+04,5.02E+04,5.25E+04,7.56E+03,4.90E+04,2.27E+04,5.57E+04,9.03E+02,2.27E+04,5.57E+04,9.04E+02,2.28E+04,5.56E+04,9.00E+02
91,15.89873871,2.131222872,0.13017108,2.087471186,6.414806616,1.138278127,-3.89273262,1.50E+07,1.72E+05,1.05E+05,9.47E+04,1.06E+05,1.36E+04,9.32E+04,4.51E+04,6.13E+04,8.86E+02,4.43E+04,6.14E+04,9.09E+02,4.56E+04,6.07E+04,8.96E+02
92,6.955449803,1.357266218,0.098567407,1.679504403,7.912083433,1.165834546,-2.128026962,4.53E+06,1.44E+05,4.76E+04,5.30E+04,5.41E+04,6.17E+03,5.22E+04,2.27E+04,5.52E+04,6.75E+02,2.33E+04,5.52E+04,6.84E+02,2.25E+04,5.51E+04,6.78E+02
93,13.34907345,1.734101157,0.189168851,2.652103296,8.471745063,1.182067394,-0.363321304,1.50E+07,1.77E+05,1.14E+05,8.33E+04,1.01E+05,1.21E+04,8.09E+04,3.79E+04,5.91E+04,9.65E+02,3.71E+04,5.87E+04,9.75E+02,3.73E+04,5.89E+04,9.60E+02
94,9.869312671,1.549191312,0.274501096,2.613529322,9.502868181,1.194689751,1.401384354,1.22E+07,1.45E+05,6.12E+04,7.29E+04,8.28E+04,1.04E+04,7.07E+04,3.74E+04,5.89E+04,1.08E+03,3.81E+04,5.88E+04,1.09E+03,3.64E+04,5.90E+04,1.09E+03
95,21.34518833,2.95013997,0.139178065,4.07959274,9.64535767,1.20561409,3.166090012,1.50E+07,2.53E+05,1.93E+05,1.34E+05,1.51E+05,1.86E+04,1.29E+05,5.79E+04,6.54E+04,9.97E+02,5.69E+04,6.33E+04,9.45E+02,5.67E+04,6.48E+04,9.60E+02
96,4.358001515,0.857385092,-0.026152544,2.824016601,12.00906595,1.215676188,4.93079567,1.10E+06,7.45E+04,2.35E+04,2.83E+04,3.04E+04,3.10E+03,2.83E+04,1.31E+04,5.33E+04,4.41E+02,1.31E+04,5.34E+04,4.42E+02,1.32E+04,5.34E+04,4.45E+02
97,10.44714597,1.66546168,0.138782692,4.285803003,13.10149049,1.225370884,6.695501328,1.33E+07,1.44E+05,6.74E+04,9.10E+04,9.10E+04,1.35E+04,8.81E+04,3.20E+04,5.90E+04,1.20E+03,3.23E+04,5.91E+04,1.20E+03,3.33E+04,5.92E+04,1.20E+03
98,7.49966396,1.623176416,0.194082078,0.462679427,8.295503366,1.235079527,8.460206985,6.07E+06,1.27E+05,6.53E+04,6.34E+04,6.26E+04,7.50E+03,6.12E+04,2.38E+04,5.68E+04,8.15E+02,2.48E+04,5.65E+04,8.14E+02,2.41E+04,5.66E+04,8.20E+02
99,14.18949822,1.754675975,0.296546725,2.018968253,5.384601467,1.245187879,10.22491264,1.50E+07,1.68E+05,9.99E+04,8.60E+04,8.78E+04,1.28E+04,8.28E+04,5.20E+04,5.97E+04,8.80E+02,5.14E+04,6.02E+04,9.01E+02,4.96E+04,6.01E+04,8.86E+02
100,6.021632296,1.105986854,-0.237596133,1.644931818,6.814195697,1.256206393,11.9896183,3.33E+06,1.25E+05,4.33E+04,4.28E+04,4.55E+04,7.54E+03,4.21E+04,1.94E+04,5.37E+04,5.90E+02,2.53E+04,5.38E+04,5.86E+02,2.50E+04,5.39E+04,5.86E+02
101,12.12715194,1.927387903,0.07121613,2.581140902,7.525598849,1.269014835,13.75432587,1.50E+07,2.05E+05,9.28E+04,9.71E+04,1.01E+05,1.44E+04,9.37E+04,4.28E+04,5.94E+04,1.13E+03,4.58E+04,5.98E+04,1.10E+03,3.75E+04,5.96E+04,1.12E+03
102,8.942288268,1.297314149,0.085635209,2.571390896,8.470974099,1.285686374,-14.37716293,8.83E+06,1.30E+05,4.68E+04,5.64E+04,6.19E+04,8.01E+03,5.50E+04,2.28E+04,5.64E+04,9.77E+02,2.35E+04,5.63E+04,9.72E+02,2.42E+04,5.63E+04,9.70E+02
103,17.26105303,2.347354348,0.182196547,3.728497255,8.875547641,1.315271974,-12.61245728,1.50E+07,2.14E+05,1.63E+05,1.09E+05,1.29E+05,1.64E+04,1.05E+05,6.22E+04,6.14E+04,8.65E+02,6.45E+04,6.19E+04,8.78E+02,6.31E+04,6.24E+04,9.09E+02
104,5.228136194,1.287555342,0.24158012,2.994114542,10.49499336,1.141438127,-10.84775066,1.79E+06,1.60E+05,3.93E+04,4.52E+04,5.23E+04,6.83E+03,4.45E+04,2.07E+04,5.46E+04,4.93E+02,1.98E+04,5.48E+04,4.94E+02,2.06E+04,5.48E+04,4.94E+02
105,11.25599867,1.604194702,-0.004763148,1.043838318,6.266339056,1.167302489,-9.083044052,1.43E+07,1.53E+05,7.09E+04,8.09E+04,9.16E+04,1.14E+04,7.85E+04,3.11E+04,5.77E+04,1.11E+03,3.22E+04,5.75E+04,1.12E+03,3.40E+04,5.75E+04,1.11E+03
106,8.219052338,1.449049603,0.023542572,1.524510752,8.614452535,1.183129907,-7.318339348,7.13E+06,1.18E+05,5.45E+04,5.75E+04,6.79E+04,6.87E+03,5.63E+04,2.89E+04,5.60E+04,8.26E+02,2.76E+04,5.61E+04,8.28E+02,2.14E+04,5.60E+04,8.28E+02
107,15.51409649,2.54203416,0.148746209,2.635595177,9.32809544,1.195576191,-5.553632736,1.50E+07,2.32E+05,1.67E+05,1.22E+05,1.41E+05,1.72E+04,1.18E+05,5.55E+04,6.27E+04,9.73E+02,5.68E+04,6.31E+04,9.75E+02,5.41E+04,6.29E+04,1.01E+03
108,6.772041054,0.879006855,0.146103345,2.086754437,11.40032158,1.206411242,-3.788927078,4.04E+06,9.91E+04,3.33E+04,3.21E+04,3.43E+04,3.87E+03,3.15E+04,1.26E+04,5.39E+04,5.93E+02,1.23E+04,5.38E+04,5.98E+02,1.27E+04,5.40E+04,6.04E+02
109,13.0894103,1.82281941,0.225098512,3.032494813,13.17177284,1.21642983,-2.02422142,1.50E+07,1.79E+05,8.85E+04,9.39E+04,1.02E+05,1.27E+04,8.91E+04,5.17E+04,6.06E+04,1.01E+03,4.53E+04,6.09E+04,1.00E+03,4.82E+04,6.06E+04,1.01E+03
110,9.680862859,1.631340808,-0.013831269,3.03042777,7.458242509,1.226112485,-0.259515762,1.15E+07,1.54E+05,6.71E+04,8.78E+04,9.22E+04,1.22E+04,8.53E+04,2.72E+04,5.71E+04,1.13E+03,2.73E+04,5.69E+04,1.13E+03,2.73E+04,5.71E+04,1.14E+03
111,20.1203633,2.424378952,0.15178961,4.483278226,8.244377347,1.235837579,1.505191803,1.50E+07,2.29E+05,1.88E+05,1.21E+05,1.31E+05,1.72E+04,1.17E+05,5.50E+04,6.23E+04,8.74E+02,5.16E+04,6.27E+04,8.75E+02,5.28E+04,6.21E+04,8.81E+02
112,4.80566893,0.999981833,0.056402205,0.723401569,5.899774962,1.245995164,3.269897461,1.61E+06,1.18E+05,3.38E+04,3.67E+04,4.19E+04,4.67E+03,3.60E+04,1.70E+04,5.40E+04,4.83E+02,1.72E+04,5.39E+04,4.83E+02,1.64E+04,5.40E+04,4.83E+02
113,10.84516886,1.826578444,0.173332877,1.838568002,7.055227832,1.257112622,5.034603119,1.43E+07,1.81E+05,7.72E+04,9.64E+04,1.06E+05,1.37E+04,9.32E+04,4.86E+04,5.93E+04,1.18E+03,4.41E+04,5.91E+04,1.19E+03,4.73E+04,5.94E+04,1.18E+03
114,7.85960028,1.212963867,0.265601061,1.923247634,8.178084879,1.270118237,6.799308777,6.14E+06,1.44E+05,4.97E+04,5.45E+04,6.02E+04,6.41E+03,5.42E+04,2.71E+04,5.66E+04,7.74E+02,2.65E+04,5.66E+04,7.90E+02,2.65E+04,5.68E+04,7.80E+02
115,14.81552165,2.114134056,0.079839949,2.94057505,8.666567533,1.287265539,8.564014435,1.50E+07,1.85E+05,1.26E+05,1.14E+05,1.18E+05,1.58E+04,1.10E+05,4.46E+04,6.01E+04,9.68E+02,3.92E+04,6.09E+04,9.71E+02,4.12E+04,6.17E+04,9.54E+02
116,6.400763345,1.469493157,0.016008285,2.407758931,10.02465709,1.319345832,10.32872009,3.95E+06,1.74E+05,5.93E+04,6.19E+04,6.55E+04,7.09E+03,6.09E+04,2.94E+04,5.38E+04,6.78E+02,2.85E+04,5.36E+04,6.88E+02,2.63E+04,5.39E+04,6.79E+02
117,12.59454887,1.556024031,0.145306022,3.370596211,10.48509144,1.144295692,12.09342575,1.50E+07,1.56E+05,7.40E+04,7.79E+04,7.70E+04,1.13E+04,7.50E+04,3.48E+04,5.97E+04,1.04E+03,3.66E+04,5.95E+04,1.03E+03,3.52E+04,5.91E+04,1.04E+03
118,9.308922943,1.442228249,0.181459472,3.546053035,11.91380809,1.168722391,13.85813141,8.97E+06,1.24E+05,5.98E+04,6.26E+04,6.64E+04,9.05E+03,5.98E+04,2.73E+04,5.70E+04,9.44E+02,2.66E+04,5.69E+04,9.49E+02,2.62E+04,5.69E+04,9.37E+02
119,18.45205135,2.578190365,0.258745643,2.012542393,8.16811512,1.184173822,-14.27335644,1.50E+07,2.34E+05,1.76E+05,1.23E+05,1.47E+05,1.75E+04,1.18E+05,7.30E+04,6.43E+04,9.32E+02,7.36E+04,6.46E+04,9.15E+02,7.47E+04,6.37E+04,9.12E+02
120,5.631914828,0.934597181,-0.090470837,1.399778695,13.51743282,1.196453571,-12.50865078,2.37E+06,1.02E+05,3.28E+04,3.63E+04,3.68E+04,4.23E+03,3.55E+04,1.47E+04,5.33E+04,5.30E+02,1.52E+04,5.33E+04,5.25E+02,1.52E+04,5.33E+04,5.25E+02
121,11.68227055,1.746815727,0.104846602,2.352066534,4.455635831,1.207203507,-10.74394417,1.49E+07,1.92E+05,8.76E+04,8.40E+04,9.94E+04,1.25E+04,8.40E+04,3.80E+04,5.96E+04,1.14E+03,4.41E+04,5.94E+04,1.14E+03,4.55E+04,5.99E+04,1.14E+03
122,8.579474937,1.617686618,0.128266828,2.357262233,6.870642402,1.217181444,-8.97923851,8.16E+06,1.51E+05,5.56E+04,7.10E+04,7.18E+04,9.27E+03,6.62E+04,2.83E+04,5.77E+04,9.34E+02,2.78E+04,5.77E+04,9.19E+02,2.82E+04,5.78E+04,9.32E+02
123,16.31323568,2.123267826,0.207554118,3.445477546,7.63006997,1.226854444,-7.214532375,1.50E+07,1.78E+05,1.34E+05,1.04E+05,1.20E+05,1.40E+04,9.83E+04,5.73E+04,6.21E+04,8.25E+02,5.77E+04,6.18E+04,8.54E+02,5.74E+04,6.17E+04,8.40E+02
124,7.137705519,1.321195989,0.422445915,2.895397549,8.853014384,1.236598134,-5.449827194,5.25E+06,1.36E+05,6.46E+04,5.40E+04,5.30E+04,6.19E+03,5.21E+04,2.88E+04,5.65E+04,7.23E+02,3.45E+04,5.63E+04,7.16E+02,2.89E+04,5.62E+04,7.18E+02
125,13.61817029,2.283983881,-0.074660317,4.047217303,9.54048785,1.246807933,-3.685120583,1.50E+07,2.06E+05,1.36E+05,1.14E+05,1.21E+05,1.63E+04,1.10E+05,4.78E+04,6.02E+04,1.08E+03,4.90E+04,6.00E+04,1.06E+03,4.52E+04,5.99E+04,1.08E+03
126,10.05969317,1.337310064,0.032055275,1.376708146,6.75537781,1.258029461,-1.920414925,1.29E+07,1.39E+05,5.08E+04,7.02E+04,7.36E+04,1.03E+04,6.78E+04,2.75E+04,5.79E+04,1.14E+03,2.40E+04,5.78E+04,1.14E+03,2.46E+04,5.78E+04,1.15E+03
127,23.26870901,2.931504009,0.178235637,3.179856238,7.473641431,1.27124393,-0.155709267,1.50E+07,2.76E+05,2.11E+05,1.48E+05,1.50E+05,1.91E+04,1.43E+05,7.29E+04,6.40E+04,1.04E+03,7.17E+04,6.45E+04,1.04E+03,7.08E+04,6.49E+04,1.01E+03
128,4.061260338,1.081344367,0.098733117,1.636426046,9.477945475,1.288909435,1.608997345,8.05E+05,1.14E+05,3.78E+04,4.32E+04,4.76E+04,5.05E+03,4.25E+04,1.59E+04,5.40E+04,4.30E+02,1.57E+04,5.41E+04,4.29E+02,1.54E+04,5.40E+04,4.34E+02
129,10.20387854,1.437536558,0.199445552,2.565016035,9.961570044,1.324163556,3.373703003,1.31E+07,1.45E+05,7.35E+04,8.23E+04,8.20E+04,1.40E+04,7.94E+04,3.33E+04,6.00E+04,1.19E+03,3.33E+04,6.00E+04,1.19E+03,3.30E+04,5.98E+04,1.19E+03
130,7.273780148,1.298202606,-0.151556078,2.589872682,11.26777309,1.14691174,5.138410568,4.97E+06,1.45E+05,4.41E+04,4.55E+04,5.36E+04,6.28E+03,4.46E+04,2.27E+04,5.35E+04,6.81E+02,2.61E+04,5.33E+04,6.94E+02,2.19E+04,5.34E+04,7.04E+02
131,13.82687126,2.204282089,0.092431704,3.60459212,11.97943559,1.170098305,6.903116226,1.50E+07,2.18E+05,1.11E+05,1.15E+05,1.10E+05,1.58E+04,1.11E+05,4.22E+04,6.02E+04,1.02E+03,4.16E+04,6.03E+04,1.01E+03,4.36E+04,6.03E+04,1.01E+03
132,5.779500027,1.032557715,0.040960086,3.484634733,7.196951338,1.185200334,8.667821884,2.66E+06,1.50E+05,4.52E+04,4.16E+04,4.56E+04,4.98E+03,4.14E+04,1.56E+04,5.34E+04,5.38E+02,1.48E+04,5.35E+04,5.48E+02,1.53E+04,5.34E+04,5.45E+02
133,11.84672903,1.839504286,0.160159882,1.633162046,5.350464359,1.19732213,10.43252754,1.48E+07,1.75E+05,9.30E+04,9.79E+04,1.02E+05,1.36E+04,9.30E+04,3.48E+04,6.02E+04,1.14E+03,3.59E+04,6.01E+04,1.10E+03,3.65E+04,6.03E+04,1.10E+03
134,8.715173508,1.888507839,0.217389282,1.806679884,6.699496081,1.207991481,12.1972332,8.41E+06,1.78E+05,7.23E+04,8.45E+04,8.08E+04,1.21E+04,8.34E+04,3.70E+04,5.76E+04,9.75E+02,3.71E+04,5.78E+04,9.64E+02,3.59E+04,5.76E+04,9.55E+02
135,16.64763198,1.930114946,0.075720556,2.943333414,7.365823441,1.217931271,13.96193886,1.50E+07,1.80E+05,1.20E+05,9.97E+04,1.02E+05,1.45E+04,9.61E+04,3.71E+04,6.02E+04,9.18E+02,4.03E+04,6.04E+04,8.73E+02,3.73E+04,6.07E+04,8.90E+02
136,4.966644518,0.97047682,-0.063353969,2.081347254,8.672607202,1.22759676,-14.16954994,1.56E+06,1.24E+05,3.14E+04,3.91E+04,4.60E+04,4.37E+03,3.85E+04,1.84E+04,5.36E+04,4.80E+02,1.88E+04,5.35E+04,4.80E+02,1.81E+04,5.36E+04,4.87E+02
137,10.99759828,1.777707598,0.118800256,3.008784381,9.161845214,1.237361312,-12.40484428,1.39E+07,2.15E+05,9.39E+04,9.05E+04,9.43E+04,1.47E+04,8.43E+04,4.05E+04,5.80E+04,1.17E+03,4.81E+04,5.80E+04,1.17E+03,3.41E+04,5.79E+04,1.17E+03
138,7.994372005,1.164227923,0.153992692,3.104056353,10.22863328,1.247626543,-10.64013863,6.94E+06,1.21E+05,4.30E+04,4.96E+04,5.67E+04,6.53E+03,4.87E+04,2.04E+04,5.55E+04,8.15E+02,2.06E+04,5.55E+04,8.22E+02,2.09E+04,5.55E+04,8.14E+02
139,15.06776884,2.092061328,0.229218593,4.463193171,10.91177527,1.258957624,-8.875432968,1.50E+07,2.15E+05,1.24E+05,1.05E+05,1.20E+05,1.46E+04,1.02E+05,5.54E+04,6.17E+04,9.71E+02,5.66E+04,6.24E+04,9.51E+02,5.88E+04,6.18E+04,9.56E+02
140,6.540783985,1.381769861,-0.101153884,1.23244132,8.62240311,1.272393584,-7.110726357,4.39E+06,1.57E+05,4.92E+04,4.93E+04,5.51E+04,7.79E+03,4.86E+04,2.50E+04,5.37E+04,7.04E+02,2.63E+04,5.36E+04,6.96E+02,2.61E+04,5.35E+04,6.93E+02
141,12.77659641,1.737342296,0.099934051,2.259446451,9.523538518,1.290625334,-5.346020699,1.50E+07,1.99E+05,9.50E+04,9.20E+04,1.05E+05,1.31E+04,8.87E+04,4.12E+04,6.08E+04,9.92E+02,4.25E+04,6.07E+04,1.01E+03,3.95E+04,6.13E+04,1.00E+03
142,9.447697128,1.553376809,0.115361487,2.266883416,11.30969837,1.330128789,-3.581315041,1.14E+07,1.30E+05,5.94E+04,8.10E+04,8.15E+04,1.06E+04,7.88E+04,3.06E+04,5.81E+04,1.15E+03,3.00E+04,5.81E+04,1.14E+03,2.99E+04,5.80E+04,1.13E+03
143,18.99962045,2.805689448,0.202035878,3.536723174,5.974397641,1.149329901,-1.816609383,1.50E+07,2.59E+05,1.73E+05,1.34E+05,1.41E+05,1.86E+04,1.30E+05,6.53E+04,6.36E+04,9.48E+02,6.61E+04,6.33E+04,9.13E+02,6.74E+04,6.29E+04,9.51E+02
144,4.529356917,0.739677376,0.357539719,2.418159167,7.711129526,1.171433806,-0.051903725,1.12E+06,9.16E+04,2.00E+04,2.50E+04,2.96E+04,2.84E+03,2.45E+04,1.49E+04,5.38E+04,4.20E+02,1.48E+04,5.39E+04,4.17E+02,1.78E+04,5.39E+04,4.19E+02
145,10.59505243,1.584120795,0.02647212,3.420504526,8.54538253,1.186210275,1.712802887,1.34E+07,1.47E+05,6.92E+04,9.02E+04,8.49E+04,1.21E+04,8.78E+04,3.06E+04,5.74E+04,1.15E+03,3.03E+04,5.73E+04,1.15E+03,3.28E+04,5.74E+04,1.14E+03
146,7.634792129,1.444742623,0.044488017,4.125127522,10.20878323,1.198182464,3.477508545,6.37E+06,1.55E+05,5.13E+04,6.25E+04,6.95E+04,7.26E+03,6.14E+04,3.23E+04,5.54E+04,7.91E+02,3.22E+04,5.55E+04,7.75E+02,3.29E+04,5.56E+04,7.84E+02
147,14.4170436,1.863771846,0.15757321,0.976588491,4.491403762,1.208775163,5.242214203,1.50E+07,1.68E+05,9.27E+04,9.62E+04,1.10E+05,1.35E+04,9.32E+04,4.35E+04,6.00E+04,9.08E+02,4.72E+04,6.05E+04,9.52E+02,4.29E+04,6.04E+04,9.08E+02
148,6.164887469,1.168318903,0.18746554,1.277456293,7.562686935,1.218679547,7.006919861,3.20E+06,1.40E+05,5.12E+04,4.27E+04,4.61E+04,5.52E+03,4.17E+04,2.04E+04,5.51E+04,5.83E+02,1.90E+04,5.51E+04,5.79E+02,1.99E+04,5.52E+04,5.86E+02
149,12.29954662,2.020168514,0.276713698,2.272320242,8.279336747,1.228339791,8.771625519,1.50E+07,1.94E+05,9.78E+04,1.10E+05,1.08E+05,1.52E+04,1.06E+05,4.76E+04,6.03E+04,1.10E+03,4.94E+04,6.07E+04,1.09E+03,4.92E+04,6.07E+04,1.07E+03
150,9.079250259,1.368270331,-0.151782189,2.281080484,9.396188545,1.238127351,10.53633118,1.04E+07,1.12E+05,4.80E+04,6.16E+04,5.95E+04,8.01E+03,5.98E+04,2.48E+04,5.51E+04,1.04E+03,2.79E+04,5.54E+04,1.03E+03,2.60E+04,5.53E+04,1.03E+03
151,17.6714553,2.440558647,0.119018957,3.453765551,9.736336409,1.248451114,12.30103874,1.50E+07,2.02E+05,1.57E+05,1.27E+05,1.24E+05,1.79E+04,1.23E+05,4.83E+04,6.18E+04,9.14E+02,4.73E+04,6.08E+04,9.36E+02,4.66E+04,6.15E+04,9.01E+02
152,5.381463078,1.457821089,0.017626168,2.562548122,11.81435675,1.25989759,14.0657444,2.08E+06,1.81E+05,4.65E+04,5.43E+04,5.18E+04,8.92E+03,5.32E+04,2.42E+04,5.40E+04,5.47E+02,2.15E+04,5.43E+04,5.54E+02,2.15E+04,5.43E+04,5.54E+02
153,11.41388447,1.490563277,0.150645642,3.581988824,12.70849442,1.273568869,-14.0657444,1.47E+07,1.56E+05,6.54E+04,7.10E+04,8.90E+04,1.00E+04,6.86E+04,3.50E+04,5.80E+04,1.17E+03,3.49E+04,5.80E+04,1.16E+03,3.56E+04,5.81E+04,1.18E+03
154,8.354020431,1.365054865,0.203711749,0.85514649,3.923232831,1.292422295,-12.30103779,7.55E+06,1.25E+05,5.19E+04,5.73E+04,6.40E+04,7.64E+03,5.59E+04,2.91E+04,5.71E+04,8.76E+02,2.87E+04,5.73E+04,8.80E+02,2.75E+04,5.70E+04,8.79E+02
155,15.80000123,2.330780102,0.050529977,2.257966112,5.762770938,1.338123322,-10.53633213,1.50E+07,2.32E+05,1.40E+05,1.15E+05,1.37E+05,1.71E+04,1.11E+05,5.31E+04,6.40E+04,9.25E+02,5.23E+04,6.38E+04,9.28E+02,5.60E+04,6.33E+04,9.25E+02
156,6.909714934,1.098930063,-0.015699255,1.787981463,7.091121691,1.151582956,-8.771626472,4.32E+06,1.14E+05,4.32E+04,3.43E+04,3.91E+04,4.52E+03,3.35E+04,1.48E+04,5.40E+04,6.29E+02,1.52E+04,5.39E+04,6.37E+02,1.56E+04,5.38E+04,6.30E+02
157,13.28331417,1.94012193,0.130076585,2.748474885,7.73648258,1.172732115,-7.006920815,1.50E+07,1.85E+05,1.16E+05,8.88E+04,1.03E+05,1.31E+04,8.56E+04,4.25E+04,5.99E+04,9.93E+02,4.12E+04,5.96E+04,1.00E+03,4.06E+04,6.00E+04,1.02E+03
158,9.822027624,1.797075315,0.152167545,2.711323122,8.677499806,1.187204599,-5.242214203,1.15E+07,1.49E+05,6.93E+04,8.21E+04,9.93E+04,1.12E+04,8.08E+04,3.25E+04,5.85E+04,1.13E+03,3.11E+04,5.85E+04,1.14E+03,3.34E+04,5.86E+04,1.15E+03
159,20.99756033,2.642631755,0.229185827,4.156086152,8.933682399,1.199034929,-3.477508545,1.50E+07,2.41E+05,2.02E+05,1.34E+05,1.45E+05,1.85E+04,1.28E+05,6.94E+04,6.57E+04,9.57E+02,6.78E+04,6.50E+04,9.23E+02,7.40E+04,6.56E+04,9.39E+02
160,4.299833733,1.045431886,-0.272034648,3.013083944,10.89725192,1.209554911,-1.712801933,1.13E+06,1.18E+05,3.03E+04,3.61E+04,4.38E+04,4.36E+03,3.54E+04,2.09E+04,5.32E+04,4.71E+02,2.11E+04,5.33E+04,4.70E+02,2.00E+04,5.34E+04,4.75E+02
161,10.39817858,2.151162189,0.064731695,1.183491121,7.038900162,1.219426513,0.051902771,1.31E+07,1.86E+05,8.58E+04,1.03E+05,1.14E+05,1.46E+04,1.00E+05,4.28E+04,5.98E+04,1.17E+03,3.94E+04,5.99E+04,1.18E+03,4.03E+04,6.01E+04,1.18E+03
162,7.454562911,0.911220344,0.085279277,1.523522765,9.058599279,1.229083419,1.816610336,5.52E+06,1.13E+05,3.52E+04,3.66E+04,4.13E+04,4.05E+03,3.61E+04,1.36E+04,5.46E+04,7.11E+02,1.34E+04,5.48E+04,7.08E+02,1.33E+04,5.47E+04,7.06E+02
163,14.11538269,1.926755968,0.180007412,2.553464122,9.814513284,1.238896608,3.581315994,1.50E+07,1.76E+05,1.19E+05,1.01E+05,1.04E+05,1.40E+04,9.74E+04,4.26E+04,6.03E+04,9.55E+02,4.59E+04,6.09E+04,9.33E+02,4.48E+04,6.03E+04,9.44E+02
164,5.973559519,1.233420046,0.274256735,2.056605533,12.21867927,1.249282241,5.346021652,3.07E+06,1.37E+05,4.31E+04,4.36E+04,5.17E+04,5.82E+03,4.28E+04,2.08E+04,5.45E+04,5.74E+02,2.12E+04,5.46E+04,5.74E+02,2.09E+04,5.47E+04,5.70E+02
165,12.07039899,1.573943224,0.037711247,2.982076014,6.516597548,1.260850191,7.11072731,1.50E+07,1.73E+05,8.60E+04,8.42E+04,8.93E+04,1.19E+04,8.13E+04,3.21E+04,5.82E+04,1.05E+03,3.73E+04,5.89E+04,1.05E+03,3.34E+04,5.88E+04,1.06E+03
166,8.8967572,1.430414782,0.054769806,3.016342068,7.882928597,1.274771571,8.875432968,9.51E+06,1.37E+05,6.86E+04,6.88E+04,7.14E+04,1.02E+04,6.69E+04,2.34E+04,5.60E+04,1.03E+03,2.39E+04,5.62E+04,1.04E+03,3.21E+04,5.62E+04,1.04E+03
167,17.13192804,2.482452103,0.166337917,4.292186574,8.651800539,1.294310927,10.64013863,1.50E+07,2.46E+05,2.15E+05,1.42E+05,1.44E+05,2.01E+04,1.37E+05,5.27E+04,6.49E+04,9.16E+02,5.08E+04,6.40E+04,9.67E+02,4.74E+04,6.48E+04,9.84E+02
168,5.176461149,0.926074966,0.174833677,0.876704418,6.321213971,1.350852489,12.40484428,2.03E+06,1.33E+05,3.54E+04,3.73E+04,4.33E+04,5.20E+03,3.67E+04,1.73E+04,5.42E+04,5.31E+02,1.75E+04,5.43E+04,5.35E+02,1.74E+04,5.43E+04,5.25E+02
169,11.20386062,1.728725295,0.256087072,1.943713527,7.320852134,1.059156895,14.16954994,1.37E+07,1.45E+05,7.78E+04,8.95E+04,8.61E+04,1.38E+04,8.62E+04,4.39E+04,6.02E+04,1.15E+03,3.89E+04,6.00E+04,1.15E+03,4.11E+04,6.02E+04,1.15E+03
170,8.174096965,1.644061595,-0.020038499,2.008393147,8.422677196,1.153853536,-13.9619379,6.72E+06,1.47E+05,5.96E+04,6.39E+04,7.71E+04,8.44E+03,6.24E+04,2.46E+04,5.48E+04,8.12E+02,2.62E+04,5.51E+04,8.28E+02,2.45E+04,5.48E+04,8.30E+02
171,15.42198517,1.836855192,0.131162975,3.052037696,8.875853032,1.174092054,-12.19723225,1.50E+07,1.66E+05,9.25E+04,7.94E+04,1.01E+05,1.16E+04,7.67E+04,4.60E+04,6.04E+04,8.24E+02,4.60E+04,6.06E+04,8.36E+02,4.46E+04,6.05E+04,8.44E+02
172,6.725980423,1.164944394,0.105797456,2.494139585,10.29358009,1.188259006,-10.43252563,3.77E+06,1.34E+05,4.70E+04,4.25E+04,4.83E+04,5.21E+03,4.18E+04,1.54E+04,5.42E+04,6.12E+02,1.54E+04,5.43E+04,6.13E+02,1.57E+04,5.42E+04,6.17E+02
